,title,year,month,genre,duration,country,language,budget,total_gross,net_income,critic_reviews,user_reviews,metascore,meta_hit
27567,Un mondo perfetto,1993,12,"Crime, Drama, Thriller",138,USA,English,30000000,135130999,105130999,70.0,150.0,71.0,0
27570,Philadelphia,1993,3,Drama,125,USA,English,26000000,206678440,180678440,85.0,302.0,66.0,0
27577,Poetic Justice,1993,7,"Drama, Romance",109,USA,English,14000000,27515786,13515786,16.0,35.0,51.0,0
27605,Sol levante,1993,11,"Action, Crime, Drama",125,USA,"English, Japanese",35000000,107198790,72198790,45.0,84.0,56.0,0
27607,RoboCop 3,1993,8,"Action, Crime, Sci-Fi",104,USA,"English, Japanese",22000000,10696210,-11303790,101.0,208.0,40.0,0
27611,La recluta dell'anno,1993,7,"Comedy, Family, Fantasy",103,USA,English,10000000,56500758,46500758,20.0,45.0,53.0,0
27629,Schindler's List,1993,3,"Biography, Drama, History",195,USA,"English, Hebrew, German, Polish, Latin",22000000,322287794,300287794,232.0,1845.0,94.0,1
27632,In cerca di Bobby Fischer,1993,8,"Biography, Drama",109,USA,English,12000000,7266383,-4733617,43.0,95.0,89.0,1
27653,Sister Act 2 - Più svitata che mai,1993,3,"Comedy, Family, Music",107,USA,English,38000000,57319029,19319029,20.0,97.0,38.0,0
27655,6 gradi di separazione,1993,3,"Comedy, Drama, Mystery",112,USA,"English, Italian",12000000,6405918,-5594082,38.0,106.0,72.0,0
27658,Insonnia d'amore,1993,10,"Comedy, Drama, Romance",105,USA,English,21000000,227927165,206927165,86.0,252.0,72.0,0
27659,Sliver,1993,10,"Drama, Thriller",107,USA,English,40000000,116300000,76300000,52.0,82.0,38.0,0
27728,Tombstone,1993,4,"Action, Biography, Drama",130,USA,"English, Latin",25000000,56505065,31505065,94.0,509.0,50.0,0
27766,Fusi di testa 2 - Waynestock,1993,12,"Comedy, Music",95,USA,"English, Cantonese",40000000,48198564,8198564,46.0,93.0,60.0,0
27771,Buon compleanno Mr. Grape,1993,3,Drama,118,USA,English,11000000,10032765,-967235,90.0,352.0,73.0,0
27832,Ace Ventura - L'acchiappanimali,1994,8,Comedy,86,USA,English,15000000,107217396,92217396,80.0,295.0,37.0,0
27856,Angels,1994,5,"Comedy, Family, Fantasy",102,USA,English,24000000,50236831,26236831,23.0,64.0,44.0,0
27873,Barcelona,1994,7,"Comedy, Drama, Romance",101,USA,"English, Spanish",3200000,7266973,4066973,43.0,51.0,74.0,0
27880,Beverly Hills Cop III - Un piedipiatti a Beverly Hills III,1994,9,"Action, Comedy, Crime",104,USA,English,50000000,119208989,69208989,48.0,145.0,16.0,0
27942,Scappo dalla città 2,1994,6,Comedy,116,USA,English,40000000,43622150,3622150,15.0,50.0,43.0,0
27947,Clerks - Commessi,1994,2,Comedy,92,USA,English,27000,3151130,3124130,138.0,649.0,70.0,0
27948,Il cliente,1994,8,"Crime, Drama, Mystery",119,USA,English,45000000,117615211,72615211,50.0,112.0,65.0,0
27954,Il colore della notte,1994,11,"Mystery, Romance, Thriller",121,USA,English,40000000,19726050,-20273950,63.0,125.0,36.0,0
27965,Crooklyn,1994,5,"Comedy, Drama",115,USA,"English, Italian, Spanish",14000000,13642861,-357139,35.0,48.0,65.0,0
27966,Il corvo - The Crow,1994,9,"Action, Drama, Fantasy",102,USA,English,23000000,50693129,27693129,150.0,609.0,71.0,0
28005,Rivelazioni,1994,1,"Drama, Thriller",128,USA,English,55000000,214015089,159015089,64.0,105.0,58.0,0
28017,Scemo & più scemo,1994,8,Comedy,107,USA,"English, Swedish, German",17000000,247275374,230275374,94.0,474.0,41.0,0
28023,Ed Wood,1994,5,"Biography, Comedy, Drama",127,USA,English,18000000,5887457,-12112543,155.0,464.0,70.0,0
28047,A letto con l'amico,1994,4,"Comedy, Romance",97,USA,English,13000000,3134381,-9865619,13.0,19.0,51.0,0
28062,I Flintstones,1994,10,"Comedy, Family, Fantasy",91,USA,English,46000000,341631208,295631208,48.0,114.0,38.0,0
28066,Forrest Gump,1994,10,"Drama, Romance",142,USA,English,55000000,678229452,623229452,169.0,2416.0,82.0,1
28097,"Cara, insopportabile Tess",1994,3,"Comedy, Drama",96,USA,English,20000000,27058304,7058304,26.0,53.0,46.0,0
28139,Genio per amore,1994,5,"Comedy, Romance",100,USA,"English, German",25000000,26381221,1381221,33.0,81.0,66.0,0
28155,Intervista col vampiro,1994,12,"Drama, Horror",123,USA,"English, French",60000000,223664608,163664608,67.0,466.0,59.0,0
28159,Può succedere anche a te,1994,1,"Comedy, Drama, Romance",101,USA,"English, Spanish",20000000,37939757,17939757,38.0,90.0,64.0,0
28174,Mowgli - Il libro della giungla,1994,10,"Adventure, Family, Romance",111,USA,English,27000000,43229904,16229904,23.0,47.0,63.0,0
28176,Junior,1994,12,"Comedy, Romance, Sci-Fi",109,USA,English,60000000,108431355,48431355,43.0,90.0,59.0,0
28208,Vento di passioni,1994,3,"Drama, Romance, War",133,USA,"English, Cornish",30000000,160638883,130638883,68.0,407.0,45.0,0
28217,The Lion King,1994,11,"Animation, Adventure, Drama",88,USA,"English, Swahili, Xhosa, Zulu",45000000,968511805,923511805,228.0,1028.0,88.0,1
28222,Piccole canaglie,1994,4,"Comedy, Family, Romance",82,USA,English,23000000,67308282,44308282,14.0,62.0,45.0,0
28228,Love Affair - Un grande amore,1994,10,"Comedy, Drama, Romance",108,USA,English,60000000,18272894,-41727106,14.0,46.0,55.0,0
28250,The Mask - Da zero a mito,1994,12,"Action, Comedy, Crime",101,USA,"English, Swedish",23000000,351583407,328583407,75.0,291.0,56.0,0
28252,Maverick,1994,9,"Action, Adventure, Comedy",127,USA,English,75000000,183031272,108031272,49.0,126.0,62.0,0
28272,Agenzia salvagente,1994,5,"Comedy, Drama",97,USA,English,15000000,6821850,-8178150,26.0,123.0,14.0,0
28288,Nadja,1994,9,"Drama, Horror",93,USA,English,1000000,443169,-556831,33.0,46.0,64.0,0
28289,Una pallottola spuntata 33 1/3 - L'insulto finale,1994,5,"Comedy, Crime",83,USA,English,30000000,51132598,21132598,57.0,105.0,63.0,0
28292,Assassini nati - Natural Born Killers,1994,9,"Action, Crime, Drama",118,USA,"English, Navajo, Japanese",34000000,50282766,16282766,161.0,639.0,74.0,0
28294,Nell,1994,2,Drama,112,USA,English,31000000,106683817,75683817,33.0,93.0,60.0,0
28300,Karate Kid 4,1994,9,"Action, Drama, Family",107,USA,English,12000000,15876353,3876353,33.0,96.0,36.0,0
28311,La vita a modo mio,1994,1,"Comedy, Drama",110,USA,English,20000000,39491975,19491975,53.0,105.0,86.0,1
28321,Sfida tra i ghiacci,1994,3,"Action, Adventure, Thriller",101,USA,"English, Inuktitut",50000000,38590458,-11409542,66.0,152.0,33.0,0
28328,PCU,1994,4,Comedy,79,USA,English,8000000,4330020,-3669980,16.0,62.0,42.0,0
28334,Cronisti d'assalto,1994,3,"Comedy, Drama",112,USA,English,6000000,48424341,42424341,36.0,76.0,70.0,0
28360,Scuola di polizia: Missione a Mosca,1994,8,"Comedy, Crime",83,USA,English,6200000,126247,-6073753,26.0,116.0,11.0,0
28378,Prêt-à-Porter,1994,3,"Comedy, Drama",133,USA,"English, French, Italian, Russian, Spanish",18000000,11300653,-6699347,24.0,57.0,48.0,0
28381,Pulp Fiction,1994,10,"Crime, Drama",154,USA,"English, Spanish, French",8000000,222831817,214831817,289.0,3058.0,94.0,1
28387,Quiz Show,1994,2,"Biography, Drama, History",133,USA,English,31000000,24822619,-6177381,61.0,177.0,92.0,1
28394,"Giovani, carini e disoccupati",1994,6,"Comedy, Drama, Romance",99,USA,English,11500000,33351557,21851557,55.0,161.0,67.0,0
28404,Mezzo professore tra i marines,1994,6,"Comedy, Drama",128,USA,English,40000000,24332324,-15667676,14.0,66.0,44.0,0
28407,Non aprite quella porta IV,1995,10,"Comedy, Horror, Thriller",87,USA,English,600000,185898,-414102,70.0,287.0,50.0,0
28411,Richie Rich - Il più ricco del mondo,1994,4,"Comedy, Family",95,USA,"English, Latin",40000000,38087756,-1912244,25.0,50.0,49.0,0
28444,La signora ammazzatutti,1994,11,"Comedy, Crime, Thriller",95,USA,English,13000000,7820688,-5179312,67.0,122.0,64.0,0
28453,Le ali della libertà,1994,2,Drama,142,USA,English,25000000,28815245,3815245,164.0,8232.0,80.0,1
28488,Spanking the Monkey,1994,7,"Comedy, Drama",100,USA,English,200000,1359736,1159736,34.0,70.0,66.0,0
28492,Speed,1994,9,"Action, Adventure, Thriller",116,USA,English,30000000,350448145,320448145,131.0,445.0,78.0,1
28498,Generazioni,1994,3,"Action, Adventure, Mystery",118,USA,"English, Klingon",35000000,118071125,83071125,120.0,283.0,55.0,0
28508,Sopravvivere al gioco,1994,4,"Action, Adventure, Crime",96,USA,English,7400000,7727256,327256,40.0,67.0,41.0,0
28551,True Lies,1994,9,"Action, Comedy, Thriller",141,USA,"English, French, Arabic, German",115000000,378882411,263882411,97.0,405.0,63.0,0
28595,Nightmare - Nuovo incubo,1994,3,"Fantasy, Horror, Mystery",112,USA,English,8000000,19721741,11721741,100.0,301.0,64.0,0
28611,Wyatt Earp,1994,10,"Adventure, Biography, Crime",191,USA,"English, Spanish",63000000,25052000,-37948000,48.0,173.0,47.0,0
28647,Ace Ventura - Missione Africa,1995,12,"Adventure, Comedy, Crime",90,USA,English,30000000,212385533,182385533,68.0,198.0,45.0,0
28664,Il presidente - Una storia d'amore,1995,1,"Comedy, Drama, Romance",114,USA,"English, French, Spanish",62000000,107879496,45879496,60.0,232.0,67.0,0
28677,Apollo 13,1995,10,"Adventure, Drama, History",140,USA,English,52000000,355237933,303237933,160.0,389.0,77.0,1
28695,Bad Boys,1995,9,"Action, Comedy, Crime",119,USA,English,19000000,141407024,122407024,90.0,284.0,41.0,0
28705,Ritorno dal nulla,1995,4,"Biography, Crime, Drama",102,USA,English,2000000,2381087,381087,41.0,184.0,46.0,0
28719,Billy Madison,1995,2,Comedy,89,USA,"English, French, Spanish",10000000,26488734,16488734,52.0,237.0,16.0,0
28729,Blue in the Face,1995,1,Comedy,83,USA,English,2000000,1268636,-731364,33.0,45.0,54.0,0
28741,La famiglia Brady,1995,2,Comedy,90,USA,English,12000000,46576136,34576136,33.0,109.0,54.0,0
28742,Braveheart - Cuore impavido,1995,12,"Biography, Drama, History",178,USA,"English, French, Latin, Scottish Gaelic, Italian",72000000,213216216,141216216,148.0,1276.0,68.0,0
28745,I ponti di Madison County,1995,10,"Drama, Romance",135,USA,English,24000000,182016617,158016617,78.0,251.0,66.0,0
28770,Casper,1995,12,"Comedy, Family, Fantasy",100,USA,English,50000000,287928194,237928194,40.0,122.0,49.0,0
28785,Clockers,1995,10,"Crime, Drama, Mystery",128,USA,English,25000000,13071518,-11928482,56.0,88.0,71.0,0
28787,Ragazze a Beverly Hills,1995,6,"Comedy, Romance",97,USA,"English, Spanish",12000000,60895179,48895179,113.0,329.0,68.0,0
28795,Congo,1995,9,"Action, Adventure, Mystery",109,USA,"English, American Sign Language",50000000,152022101,102022101,78.0,175.0,22.0,0
28797,Copycat - Omicidi in serie,1995,4,"Drama, Mystery, Thriller",123,USA,English,20000000,32051917,12051917,66.0,168.0,54.0,0
28803,Allarme rosso,1995,9,"Action, Drama, Thriller",116,USA,English,53000000,157387195,104387195,84.0,217.0,66.0,0
28804,Tre giorni per la verità,1995,4,"Drama, Thriller",111,USA,English,9000000,868979,-8131021,46.0,71.0,46.0,0
28823,Pensieri pericolosi,1995,2,"Biography, Drama",99,USA,English,23000000,179519401,156519401,43.0,99.0,47.0,0
28842,Il diavolo in blu,1995,12,"Crime, Drama, Mystery",102,USA,English,27000000,16140822,-10859178,63.0,64.0,78.0,1
28844,Die Hard - Duri a morire,1995,10,"Action, Adventure, Thriller",128,USA,"English, German, Romanian",90000000,366236538,276236538,169.0,388.0,58.0,0
28850,Don Juan DeMarco - Maestro d'amore,1994,5,"Comedy, Drama, Romance",97,USA,"English, Spanish",25000000,68792531,43792531,40.0,135.0,63.0,0
28886,Facile preda,1995,4,"Action, Romance, Thriller",91,USA,"English, Russian",50000000,11534477,-38465523,48.0,65.0,13.0,0
28888,The Fantasticks,2000,9,"Musical, Romance",86,USA,English,10000000,49666,-9950334,24.0,70.0,48.0,0
28894,Il padre della sposa 2,1995,2,"Comedy, Family, Romance",106,USA,English,30000000,76594107,46594107,38.0,70.0,49.0,0
28927,Ci vediamo venerdì,1995,4,"Comedy, Drama",91,USA,English,3500000,28215918,24715918,27.0,187.0,54.0,0
28941,Get Shorty,1995,3,"Comedy, Crime, Thriller",105,USA,English,30250000,115101622,84851622,106.0,161.0,82.0,1
28959,That's amore! Due improbabili seduttori,1995,4,"Comedy, Romance",101,USA,"English, Italian, German",25000000,71518503,46518503,29.0,65.0,46.0,0
28965,Hackers,1995,9,"Comedy, Crime, Drama",105,USA,"English, Italian, Japanese, Russian",20000000,7563728,-12436272,95.0,248.0,46.0,0
28968,Halloween 6 - La maledizione di Michael Myers,1995,8,"Horror, Thriller",87,USA,English,5000000,15116634,10116634,143.0,386.0,10.0,0
28975,Heat - La sfida,1995,2,"Crime, Drama, Thriller",170,USA,"English, Spanish",60000000,187436818,127436818,210.0,1088.0,76.0,1
28986,A casa per le vacanze,1995,3,"Comedy, Drama, Romance",103,USA,English,20000000,17519169,-2480831,52.0,99.0,56.0,0
29007,Il seme della follia,1995,5,"Drama, Horror, Mystery",95,USA,English,8000000,8924549,924549,168.0,278.0,53.0,0
29010,La chiave magica,1995,6,"Drama, Family, Fantasy",96,USA,English,45000000,35656131,-9343869,27.0,54.0,58.0,0
29034,Jumanji,1995,2,"Adventure, Comedy, Family",104,USA,"English, French",65000000,262821940,197821940,73.0,255.0,39.0,0
29045,Kids,1995,2,Drama,91,USA,English,1500000,7412216,5912216,77.0,425.0,63.0,0
29081,La piccola principessa,1995,5,"Drama, Family, Fantasy",97,USA,"English, French",17000000,10015449,-6984551,30.0,125.0,83.0,1
29085,Si gira a Manhattan,1995,5,"Comedy, Drama",90,USA,English,500000,1111790,611790,46.0,78.0,81.0,1
29100,Generazione X,1995,10,"Comedy, Romance",94,USA,English,6000000,2122561,-3877439,98.0,445.0,41.0,0
29114,La dea dell'amore,1995,1,"Comedy, Fantasy, Romance",95,USA,"English, Latin",15000000,6468498,-8531502,55.0,96.0,59.0,0
29129,Mortal Kombat,1995,11,"Action, Adventure, Fantasy",101,USA,English,18000000,122195920,104195920,92.0,336.0,58.0,0
29132,Goodbye Mr. Holland,1995,1,"Drama, Music",143,USA,"English, American Sign Language",23000000,106269971,83269971,43.0,173.0,59.0,0
29155,The Net - Intrappolata nella rete,1995,1,"Action, Crime, Drama",114,USA,"English, Spanish",22000000,110627965,88627965,60.0,187.0,51.0,0
29165,Gli intrighi del potere - Nixon,1995,3,"Biography, Drama, History",192,USA,"English, Mandarin, Russian",44000000,13681765,-30318235,79.0,171.0,66.0,0
29194,Virus letale,1995,4,"Action, Drama, Thriller",127,USA,"English, Korean, French",50000000,189859560,139859560,76.0,211.0,64.0,0
29208,Party Girl,1995,6,Comedy,94,USA,English,150000,472370,322370,29.0,37.0,55.0,0
29228,Pocahontas,1995,11,"Animation, Adventure, Drama",81,USA,"English, Algonquin",55000000,346079773,291079773,106.0,264.0,58.0,0
29236,L'ultima profezia,1995,5,"Action, Crime, Drama",98,USA,English,8000000,16115878,8115878,64.0,201.0,44.0,0
29287,Seven,1995,12,"Crime, Drama, Mystery",127,USA,English,33000000,327333559,294333559,229.0,1490.0,65.0,0
29323,Specie mortale,1995,2,"Action, Horror, Sci-Fi",108,USA,English,35000000,113374103,78374103,125.0,161.0,49.0,0
29332,Strange Days,1995,2,"Action, Crime, Drama",145,USA,English,42000000,7959291,-34040709,107.0,255.0,66.0,0
29342,Il prezzo di Hollywood,1994,4,"Comedy, Crime",93,USA,English,700000,382928,-317072,40.0,156.0,66.0,0
29343,Il cavaliere del male,1995,1,"Action, Fantasy, Horror",92,USA,English,13000000,21089146,8089146,78.0,122.0,48.0,0
29356,Cosa fare a Denver quando sei morto,1995,4,"Crime, Drama, Thriller",115,USA,English,7000000,529766,-6470234,45.0,153.0,46.0,0
29371,Toy Story - Il mondo dei giocattoli,1995,3,"Animation, Adventure, Comedy",81,USA,English,30000000,404265438,374265438,160.0,617.0,95.0,1
29378,L'esercito delle 12 scimmie,1995,5,"Mystery, Sci-Fi, Thriller",129,USA,"English, French",29000001,168839459,139839458,184.0,657.0,74.0,0
29386,Trappola sulle Montagne Rocciose,1995,11,"Action, Thriller",100,USA,English,60000000,104324083,44324083,63.0,140.0,52.0,0
29390,Underneath,1995,4,"Crime, Thriller",99,USA,English,6500000,536023,-5963977,31.0,36.0,69.0,0
29398,Vampiro a Brooklyn,1995,5,"Comedy, Fantasy, Horror",100,USA,English,20000000,19751736,-248264,40.0,68.0,27.0,0
29403,Villaggio dei dannati,1995,9,"Horror, Sci-Fi, Thriller",98,USA,English,22000000,9418365,-12581635,96.0,130.0,41.0,0
29404,Virtuality,1995,8,"Action, Crime, Sci-Fi",106,USA,English,30000000,24047675,-5952325,56.0,93.0,39.0,0
29414,Waterworld,1995,9,"Action, Adventure, Sci-Fi",135,USA,English,175000000,264218220,89218220,129.0,383.0,56.0,0
29415,Fuga dalla scuola media,1995,10,"Comedy, Drama",88,USA,English,800000,4569019,3769019,79.0,180.0,83.0,1
29419,Un amore tutto suo,1995,9,"Comedy, Drama, Romance",103,USA,English,17000000,182057016,165057016,71.0,218.0,67.0,0
29498,Barb Wire,1996,5,"Action, Sci-Fi",98,USA,"English, French, German",9000000,3793614,-5206386,89.0,106.0,40.0,0
29500,Basquiat,1996,8,"Biography, Drama",107,USA,"English, Spanish",3300000,3011195,-288805,48.0,85.0,65.0,0
29505,Beavis & Butt-head alla conquista dell'America,1996,12,"Animation, Adventure, Comedy",81,USA,"English, Spanish, Hindi",12000000,63118386,51118386,65.0,155.0,64.0,0
29517,Big Night,1996,3,"Drama, Romance",109,USA,"English, Italian",4100000,12008376,7908376,56.0,103.0,80.0,1
29519,Tonto + tonto,1996,1,Comedy,88,USA,English,15000000,13427615,-1572385,29.0,150.0,1.0,0
29521,Piume di struzzo,1996,5,Comedy,117,USA,English,31000000,185260553,154260553,78.0,203.0,72.0,0
29537,Un colpo da dilettanti,1996,7,"Comedy, Crime, Drama",91,USA,"English, Spanish",7000000,560069,-6439931,90.0,200.0,66.0,0
29539,Bound - Torbido inganno,1996,9,"Crime, Romance, Thriller",109,USA,"English, Italian",4500000,3802260,-697740,133.0,224.0,61.0,0
29549,Nome in codice: Broken Arrow,1996,3,"Action, Adventure, Thriller",108,USA,English,50000000,150270147,100270147,88.0,218.0,61.0,0
29559,Bulletproof,1996,7,"Action, Comedy, Crime",84,USA,English,25000000,22611954,-2388046,34.0,66.0,30.0,0
29563,Il rompiscatole,1996,9,"Comedy, Drama, Thriller",96,USA,"English, French",47000000,102825796,55825796,69.0,393.0,56.0,0
29573,A spasso col rapinatore,1996,8,Comedy,89,USA,English,17000000,3325651,-13674349,15.0,34.0,15.0,0
29584,L'ultimo appello,1996,5,"Crime, Drama, Thriller",113,USA,English,50000000,22540359,-27459641,41.0,59.0,45.0,0
29610,Il coraggio della verità,1996,1,"Action, Drama, Mystery",116,USA,"English, Arabic",46000000,100860818,54860818,70.0,115.0,77.0,1
29613,Giovani streghe,1996,8,"Drama, Fantasy, Horror",101,USA,"English, French",15000000,24819936,9819936,121.0,228.0,55.0,0
29664,Giù le mani dal mio periscopio,1996,6,Comedy,92,USA,English,31000000,37553752,6553752,32.0,92.0,39.0,0
29678,Ed - Un campione per amico,1996,3,"Comedy, Family, Sport",94,USA,English,24000000,4422380,-19577620,17.0,46.0,25.0,0
29694,L'eliminatore - Eraser,1996,10,"Action, Drama, Thriller",115,USA,English,100000000,242295562,142295562,78.0,149.0,56.0,0
29696,Fuga da Los Angeles,1996,1,"Action, Adventure, Sci-Fi",101,USA,English,50000000,25477365,-24522635,131.0,251.0,54.0,0
29704,Evita,1996,12,"Biography, Drama, History",135,USA,English,55000000,141047179,86047179,69.0,212.0,45.0,0
29705,Decisione critica,1996,4,"Action, Adventure, Thriller",133,USA,"English, Arabic",55000000,121969216,66969216,68.0,169.0,62.0,0
29714,The Fan - Il mito,1996,10,"Action, Drama, Sport",116,USA,"English, Spanish",55000000,18626419,-36373581,58.0,102.0,32.0,0
29733,Il club delle prime mogli,1996,1,Comedy,103,USA,"English, Italian, French",26000000,181489203,155489203,44.0,134.0,58.0,0
29736,Flipper,1996,8,"Adventure, Family",95,USA,English,25530000,20080020,-5449980,24.0,34.0,43.0,0
29738,Amori e disastri,1996,4,Comedy,92,USA,English,7000000,14702438,7702438,55.0,107.0,81.0,1
29760,Bus in viaggio,1996,3,"Drama, History",120,USA,English,2400000,5754249,3354249,34.0,43.0,84.0,1
29765,Girl 6 - Sesso in linea,1996,5,"Comedy, Drama",108,USA,English,12000000,4939939,-7060061,33.0,30.0,44.0,0
29768,Delitti inquietanti,1996,11,"Action, Comedy, Crime",91,USA,"English, Chinese, Russian",45000000,20351264,-24648736,49.0,96.0,33.0,0
29786,Un tipo imprevedibile,1996,8,"Comedy, Sport",92,USA,English,12000000,41205099,29205099,72.0,323.0,31.0,0
29829,Independence Day,1996,9,"Action, Adventure, Sci-Fi",145,USA,English,75000000,817400891,742400891,201.0,946.0,59.0,0
29840,Jack,1996,10,"Comedy, Drama, Fantasy",113,USA,"English, Spanish",45000000,58620973,13620973,38.0,82.0,31.0,0
29848,Jerry Maguire,1996,3,"Comedy, Drama, Romance",139,USA,"English, American Sign Language",50000000,273552592,223552592,123.0,367.0,77.0,1
29852,Una promessa è una promessa,1996,12,"Adventure, Comedy, Family",89,USA,English,60000000,129832389,69832389,93.0,195.0,34.0,0
29880,Kazaam - Il gigante rap,1996,8,"Comedy, Family, Fantasy",93,USA,English,20000000,18937262,-1062738,22.0,107.0,24.0,0
29889,Kingpin,1996,7,"Comedy, Sport",114,USA,English,27000000,25023434,-1976566,67.0,212.0,43.0,0
29900,Per amore di Vera,1996,11,"Comedy, Family",93,USA,English,30000000,8315693,-21684307,33.0,39.0,43.0,0
29906,Il tagliaerbe 2 - The Cyberspace,1996,1,"Action, Sci-Fi, Thriller",93,USA,English,15000000,2409225,-12590775,39.0,66.0,29.0,0
29920,Stella solitaria,1996,5,"Drama, Mystery",135,USA,"English, Spanish",5000000,12408986,7408986,65.0,189.0,78.0,1
29921,Spy,1996,12,"Action, Crime, Drama",121,USA,English,65000000,89456761,24456761,108.0,309.0,44.0,0
