,title,year,month,genre,duration,country,language,avg_vote,votes,budget,gross,net_income,metascore
44675,Battaglia nel cielo,2005,1,"Crime, Drama",98,"Mexico, France, Belgium, Germany",Spanish,5.6,5941,1601792.0,258227,-1343565.0,56.0
44677,Parole d'amore,2005,12,"Drama, Family",104,"USA, Germany","English, Hebrew",5.5,6568,14000000.0,6856989,-7143011.0,54.0
44681,The Constant Gardener - La cospirazione,2005,2,"Drama, Mystery, Romance",129,"UK, Germany, Kenya, France, USA, China","English, Italian, Swahili, German",7.4,130476,25000000.0,82466670,57466670.0,82.0
44698,Prime,2005,2,"Comedy, Drama, Romance",105,USA,English,6.2,39316,22000000.0,67937494,45937494.0,58.0
44700,Saw - L'enigmista,2004,1,"Horror, Mystery",103,USA,English,7.6,371979,1200000.0,103911669,102711669.0,46.0
44701,Il figlio di Chucky,2004,11,"Comedy, Fantasy, Horror",87,"USA, UK, Romania","English, Japanese",4.8,37840,12000000.0,24829644,12829644.0,46.0
44714,Black Dahlia,2006,9,"Crime, Drama, Mystery",121,"USA, Germany, France","English, German",5.6,70639,50000000.0,49332692,-667308.0,49.0
44716,Niente da nascondere,2005,10,"Drama, Mystery, Thriller",117,"France, Austria, Germany, Italy",French,7.3,71792,8000000.0,16197824,8197824.0,83.0
44732,It's All Gone Pete Tong,2004,5,"Biography, Comedy, Drama",90,"UK, Canada",English,7.3,19119,2000000.0,1635056,-364944.0,56.0
44733,Alla scoperta di Charlie,2007,5,"Comedy, Drama",93,USA,"English, Spanish",6.6,21912,10000000.0,1045786,-8954214.0,63.0
44734,King's Ransom,2005,4,"Comedy, Crime",95,"USA, Canada",English,4.4,3569,15000000.0,4143652,-10856348.0,11.0
44738,Malevolence,2004,4,"Crime, Horror, Mystery",90,USA,English,5.1,3070,200000.0,258782,58782.0,43.0
44755,Fuga dal Natale,2004,1,"Comedy, Family",99,USA,"English, Spanish",5.4,41002,60000000.0,96593018,36593018.0,22.0
44760,Transporter: Extreme,2005,11,"Action, Thriller",87,"France, USA, Germany","English, French, Italian",6.3,188667,32000000.0,89083229,57083229.0,56.0
44777,I segreti di Brokeback Mountain,2005,1,"Drama, Romance",134,"USA, Canada","English, Spanish",7.7,317082,14000000.0,178062759,164062759.0,87.0
44779,Clean - Quando il rock ti scorre nelle vene,2004,5,"Drama, Music, Romance",111,"France, Canada, UK","French, English, Cantonese",6.8,4423,4500.0,2971219,2966719.0,75.0
44784,Il più bel gioco della mia vita,2005,7,"Biography, Drama, Sport",120,"USA, Canada",English,7.4,27532,26000000.0,15431177,-10568823.0,55.0
44805,Black Book,2006,2,"Drama, Thriller, War",145,"Netherlands, Germany, UK, Belgium","Dutch, German, English, Hebrew",7.7,71558,21000000.0,26768563,5768563.0,71.0
44806,30 giorni di buio,2007,2,"Action, Horror, Thriller",113,"USA, New Zealand",English,6.6,161844,30000000.0,75513170,45513170.0,53.0
44810,Bee Movie,2007,12,"Animation, Adventure, Comedy",91,"USA, Australia",English,6.1,138462,150000000.0,293514336,143514336.0,54.0
44817,Cambia la tua vita con un click,2006,9,"Comedy, Drama, Fantasy",107,USA,"English, Portuguese, Japanese",6.4,300363,82500000.0,240685326,158185326.0,45.0
44829,Friday Night Lights,2004,10,"Action, Drama, Sport",118,"Germany, USA",English,7.2,58029,30000000.0,61950770,31950770.0,70.0
44846,Maria Full of Grace,2004,11,"Crime, Drama",101,"Colombia, Ecuador, USA","Spanish, English",7.4,33667,3000000.0,12594630,9594630.0,87.0
44853,Primer,2004,5,"Drama, Sci-Fi, Thriller",77,USA,"English, French",6.9,96229,7000.0,545436,538436.0,68.0
44873,The Grudge,2004,1,"Horror, Mystery, Thriller",91,"USA, Japan","English, Japanese",5.9,137206,10000000.0,187281115,177281115.0,49.0
44874,I Want Someone to Eat Cheese With,2006,4,"Comedy, Romance",80,USA,English,6.1,3197,1500000.0,194568,-1305432.0,60.0
44878,Sballati d'amore,2005,8,"Comedy, Drama, Romance",107,USA,"English, American Sign Language",6.6,66632,30000000.0,42886719,12886719.0,48.0
44913,Brick - Dose mortale,2005,4,"Action, Crime, Drama",110,USA,English,7.3,99841,475000.0,3947579,3472579.0,72.0
44914,Coach Carter,2005,6,"Biography, Drama, Sport",136,"USA, Germany",English,7.3,123840,30000000.0,76669554,46669554.0,57.0
44918,Go Go Tales,2007,6,"Comedy, Drama",96,"Italy, USA",English,5.7,1245,6200000.0,936542,-5263458.0,61.0
44933,Shaggy Dog - Papà che abbaia... non morde,2006,6,"Comedy, Family, Fantasy",98,USA,English,4.4,17990,50000000.0,87134280,37134280.0,43.0
44934,Simon,2004,9,"Comedy, Drama",102,Netherlands,"Dutch, English, German, Thai",7.9,7886,1000000.0,1107774,107774.0,59.0
44943,Crimen perfecto - Finché morte non li separi,2004,4,"Comedy, Crime, Thriller",105,"Spain, Italy",Spanish,7.1,11258,4750000.0,9042432,4292432.0,68.0
44945,Hotel Rwanda,2004,3,"Biography, Drama, History",121,"UK, South Africa, Italy","English, French, Kinyarwanda",8.1,329292,17500000.0,33882243,16382243.0,79.0
44947,The Producers - Una gaia commedia neonazista,2005,3,"Comedy, Crime, Musical",134,USA,English,6.3,40208,45000000.0,38075318,-6924682.0,52.0
44949,3 Needles,2005,12,Drama,127,"Canada, USA","Afrikaans, Mandarin, Xhosa, French, English",6.3,1269,3000000.0,12327,-2987673.0,48.0
44955,"Se proprio lo vuoi, lascialo andare",2006,1,"Comedy, Drama, Romance",124,USA,English,6.0,23582,25000000.0,16162580,-8837420.0,43.0
44959,Forty Shades of Blue,2005,12,"Drama, Music, Romance",108,USA,English,6.2,1406,1500000.0,172569,-1327431.0,74.0
44964,La casa del diavolo,2005,5,Horror,107,"USA, Germany","English, Spanish",6.8,91542,7000000.0,20901859,13901859.0,53.0
44967,Missione tata,2005,4,"Action, Comedy, Drama",95,"Canada, USA","English, Korean",5.6,86211,56000000.0,198636868,142636868.0,30.0
44978,North Country - Storia di Josey,2005,2,Drama,126,USA,English,7.3,39086,35000000.0,25211175,-9788825.0,68.0
44988,Profumo - Storia di un assassino,2006,9,"Crime, Drama",147,"Germany, France, Spain, USA",English,7.5,231194,60000000.0,135039924,75039924.0,56.0
44993,2 single a nozze,2005,9,"Comedy, Romance",119,USA,English,6.9,327881,40000000.0,288467645,248467645.0,64.0
45002,I Robinson - Una famiglia spaziale,2007,6,"Animation, Adventure, Comedy",95,USA,English,6.8,85515,150000000.0,169333034,19333034.0,61.0
45006,Il mio grasso grosso amico Albert,2004,7,"Animation, Comedy, Family",93,USA,English,4.3,11114,26000000.0,48551322,22551322.0,39.0
45017,Nanny McPhee - Tata Matilda,2005,4,"Comedy, Family, Fantasy",97,"USA, UK, France",English,6.5,66040,25000000.0,123276807,98276807.0,59.0
45031,Blood and Chocolate - La caccia al licantropo è aperta,2007,1,"Drama, Fantasy, Horror",98,"USA, UK, Germany, Romania","English, Romanian",5.4,17086,15000000.0,6340723,-8659277.0,33.0
45032,La maschera di cera,2005,5,"Horror, Thriller",113,"Australia, USA",English,5.3,113634,40000000.0,68766121,28766121.0,41.0
45033,Baciati dalla sfortuna,2006,7,"Comedy, Fantasy, Romance",108,USA,English,5.4,52962,28000000.0,38159905,10159905.0,29.0
45034,The Skeleton Key,2005,9,"Drama, Horror, Mystery",104,"USA, Germany","English, French",6.5,104639,43000000.0,93983911,50983911.0,47.0
45039,8 amici da salvare,2006,3,"Adventure, Drama, Family",120,USA,English,7.3,59899,40000000.0,120455994,80455994.0,64.0
45050,Memorie di una geisha,2005,12,"Drama, Romance",145,"USA, Japan, France","English, Japanese",7.4,136390,85000000.0,162242962,77242962.0,54.0
45065,Bolt - Un eroe a quattro zampe,2008,11,"Animation, Adventure, Comedy",96,USA,English,6.8,185896,150000000.0,309979994,159979994.0,67.0
45067,Derailed - Attrazione letale,2005,1,"Crime, Drama, Thriller",108,"USA, UK","English, French",6.6,70124,22000000.0,57479076,35479076.0,40.0
45069,Down in the Valley,2005,10,"Drama, Romance, Thriller",108,USA,English,6.4,17757,8000000.0,855009,-7144991.0,65.0
45075,L'altra sporca ultima meta,2005,7,"Comedy, Crime, Sport",113,USA,English,6.4,159468,82000000.0,191466556,109466556.0,48.0
45080,Rapunzel: L'intreccio della torre,2010,11,"Animation, Adventure, Comedy",100,USA,English,7.7,396086,260000000.0,592461732,332461732.0,71.0
45083,Vizi di famiglia,2005,12,"Comedy, Drama, Romance",97,"USA, Germany, Australia","English, Spanish",5.5,52764,70000000.0,88933562,18933562.0,35.0
45091,Assault on Precinct 13,2005,12,"Action, Crime, Drama",109,"France, USA","English, Serbian",6.3,72684,30000000.0,35294470,5294470.0,54.0
45094,Un ponte per Terabithia,2007,3,"Drama, Family, Fantasy",96,USA,English,7.1,140410,17000000.0,137587063,120587063.0,74.0
45095,Cape of Good Hope,2004,9,"Comedy, Drama, Romance",107,"South Africa, USA","Afrikaans, English, Xhosa",6.8,264,3000000.0,26904,-2973096.0,59.0
45098,The Celestine Prophecy,2006,7,"Adventure, Drama",99,USA,English,4.9,3557,10000000.0,1127463,-8872537.0,23.0
45100,Clifford's Really Big Movie,2004,4,"Animation, Adventure, Comedy",74,USA,English,5.4,756,70000.0,3255426,3185426.0,49.0
45102,DOA: Dead or Alive,2006,9,"Action, Adventure, Mystery",87,"UK, Germany, Japan, USA",English,4.8,42784,21000000.0,7563172,-13436828.0,38.0
45105,Dorian Blues,2004,9,"Comedy, Drama, Romance",88,USA,English,6.6,2327,185000.0,72234,-112766.0,52.0
45112,Trade,2007,10,"Crime, Drama, Thriller",120,"Germany, USA, Mexico","English, Spanish, Polish, Russian",7.4,16682,12000000.0,1465077,-10534923.0,42.0
45114,A History of Violence,2005,12,"Drama, Thriller",96,"Canada, USA",English,7.4,220412,32000000.0,61385065,29385065.0,81.0
45115,The Island,2005,8,"Action, Sci-Fi, Thriller",136,USA,English,6.8,297368,126000000.0,162949164,36949164.0,50.0
45119,Lord of War,2005,11,"Action, Crime, Drama",122,"USA, Germany, France","English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish",7.6,289908,50000000.0,72617068,22617068.0,62.0
45120,The Man - La talpa,2005,8,"Action, Comedy, Crime",83,"USA, Germany",English,5.6,24592,33000000.0,13485145,-19514855.0,33.0
45130,Steve + Sky,2004,2,"Romance, Drama, Comedy",97,Belgium,Dutch,6.9,1264,750000.0,624,-749376.0,44.0
45138,La punta della lancia,2005,1,"Adventure, Biography, Drama",108,USA,"English, Spanish",6.8,4850,10000000.0,12128105,2128105.0,45.0
45162,Herbie - Il super maggiolino,2005,8,"Adventure, Comedy, Family",101,USA,English,4.8,44419,50000000.0,144146816,94146816.0,47.0
45165,The Ice Harvest,2005,3,"Comedy, Crime, Drama",92,USA,English,6.3,22962,16000000.0,10156968,-5843032.0,62.0
45175,Boog & Elliot a caccia di amici,2006,12,"Animation, Adventure, Comedy",86,USA,English,6.1,84628,85000000.0,200811689,115811689.0,49.0
45189,C.R.A.Z.Y.,2005,3,"Comedy, Drama",127,Canada,"French, English, German, Spanish, Polish",7.9,31178,6500000.0,3710169,-2789831.0,81.0
45199,Say Uncle,2005,7,"Comedy, Drama",91,USA,English,5.5,628,650000.0,5361,-644639.0,31.0
45205,Un'ottima annata - A Good Year,2006,12,"Comedy, Drama, Romance",117,"USA, UK","English, French, Russian",7.0,86962,35000000.0,42269923,7269923.0,47.0
45208,Horem pádem,2004,9,"Comedy, Drama",108,Czech Republic,"Czech, English, German, Russian",6.9,1854,36000000.0,2705163,-33294837.0,78.0
45213,Brooklyn Lobster,2005,11,"Comedy, Drama",94,USA,"English, Cantonese, Spanish",6.3,433,200000.0,138267,-61733.0,55.0
45214,Looking for Kitty,2004,5,"Comedy, Drama",95,USA,English,6.0,872,250000.0,4480,-245520.0,43.0
45216,"Paris, je t'aime",2006,6,"Comedy, Drama, Romance",120,"France, Liechtenstein, Switzerland, Germany, USA","French, English, Spanish, Mandarin, Arabic",7.2,69897,13000000.0,17471727,4471727.0,66.0
45218,John Carter,2012,3,"Action, Adventure, Sci-Fi",132,USA,English,6.6,251828,250000000.0,284139100,34139100.0,51.0
45221,Sin City,2005,6,"Crime, Thriller",124,USA,English,8.0,733158,40000000.0,158733820,118733820.0,74.0
45223,Tamara - Toccata dal fuoco,2005,11,"Drama, Fantasy, Horror",98,Canada,English,5.1,9672,3500000.0,206871,-3293129.0,34.0
45224,Underworld: Evolution,2006,2,"Action, Fantasy, Thriller",106,"USA, Canada","English, French, Hungarian",6.7,187347,50000000.0,111476513,61476513.0,36.0
45228,Æon Flux,2005,2,"Action, Adventure, Sci-Fi",93,"USA, Germany, Brazil, Italy",English,5.5,122927,62000000.0,53321673,-8678327.0,36.0
45243,Un anno dopo,2005,4,"Comedy, Drama, Romance",87,USA,"English, Hindi, Italian",5.7,1392,500000.0,193968,-306032.0,57.0
45245,The Dark Hours,2005,11,"Horror, Thriller",80,Canada,English,6.0,5212,500000.0,423,-499577.0,63.0
45249,The New World - Il nuovo mondo,2005,1,"Biography, Drama, History",135,"USA, UK","English, Algonquin, Inuktitut",6.7,81800,30000000.0,49334775,19334775.0,69.0
45250,O Outro Lado da Rua,2004,5,"Thriller, Drama",97,"Brazil, France",Portuguese,6.7,917,5200000.0,55459,-5144541.0,65.0
45265,The Big White,2005,11,"Comedy, Crime, Drama",100,"Germany, Canada, New Zealand, USA",English,6.4,13802,14000000.0,541840,-13458160.0,31.0
45268,Il nascondiglio del diavolo - The cave,2005,12,"Action, Adventure, Horror",97,"USA, Germany, Romania","English, Romanian",5.1,34817,30000000.0,33296457,3296457.0,30.0
45272,Supercross,2005,8,"Action, Drama, Romance",80,USA,English,4.3,4330,16000000.0,3344431,-12655569.0,26.0
45286,I guardiani della notte,2004,10,"Action, Fantasy, Horror",114,Russia,"Russian, German",6.4,51876,4200000.0,50336279,46136279.0,58.0
45298,4 amiche e un paio di jeans,2005,8,"Comedy, Drama, Romance",119,USA,"English, Greek, Spanish",6.5,53201,25000000.0,42013878,17013878.0,66.0
45308,Youth in Revolt,2009,1,"Comedy, Drama, Romance",90,USA,"English, French, Spanish",6.4,71895,18000000.0,19651093,1651093.0,63.0
45309,Yu-Gi-Oh! The Movie,2004,11,"Animation, Action, Adventure",100,"Japan, USA",English,5.0,7839,20000000.0,29266490,9266490.0,15.0
45320,Ogni cosa è illuminata,2005,11,"Comedy, Drama",106,USA,"English, Russian, Ukrainian",7.4,56278,7000000.0,3601974,-3398026.0,58.0
45322,The Exorcism of Emily Rose,2005,10,"Drama, Horror, Thriller",119,USA,"English, Syriac, German, Greek, Hebrew, Latin, Aramaic",6.7,117192,19000000.0,145166804,126166804.0,46.0
45326,Little Children,2006,2,"Comedy, Drama, Romance",137,USA,English,7.5,104097,26000000.0,14821658,-11178342.0,75.0
45334,Running,2006,4,"Action, Crime, Drama",122,"Germany, USA","English, Russian, Spanish",7.4,96175,15000000.0,9380029,-5619971.0,41.0
45339,Yo puta,2004,4,Drama,87,Spain,"English, Spanish, French, Hungarian, Japanese, Romanian, Lithuanian, Czech, Bulgarian, Portuguese, Italian",4.3,1614,6000000.0,26018,-5973982.0,26.0
45352,Le vite degli altri,2006,4,"Drama, Mystery, Thriller",137,"Germany, France",German,8.4,349642,2000000.0,77356942,75356942.0,89.0
45356,Million Dollar Baby,2004,2,"Drama, Sport",132,USA,"English, Irish",8.1,623282,30000000.0,216763646,186763646.0,86.0
45360,A Scanner Darkly - Un oscuro scrutare,2006,10,"Animation, Crime, Drama",100,USA,English,7.1,105125,8700000.0,7659918,-1040082.0,73.0
45363,Sky High - Scuola di superpoteri,2005,10,"Adventure, Comedy, Family",100,USA,"English, Cantonese",6.2,77336,35000000.0,86369815,51369815.0,62.0
45364,Southland Tales - Così finisce il mondo,2006,12,"Comedy, Drama, Mystery",145,"France, Germany, USA",English,5.4,36783,17000000.0,374743,-16625257.0,44.0
45368,40 anni vergine,2005,1,"Comedy, Romance",116,USA,"English, Spanish, Japanese",7.1,387842,26000000.0,177378645,151378645.0,73.0
45369,Uno zoo in fuga,2006,4,"Animation, Adventure, Comedy",95,"Canada, USA",English,5.3,23638,80000000.0,102338515,22338515.0,47.0
45374,Tutti gli uomini del re,2006,12,"Drama, Thriller",128,"Germany, USA",English,6.2,23404,55000000.0,9451623,-45548377.0,37.0
45386,Loggerheads,2005,3,Drama,95,USA,English,7.1,1628,500000.0,115314,-384686.0,62.0
45390,"The Prize Winner of Defiance, Ohio",2005,6,"Biography, Drama",99,USA,English,7.3,6996,12000000.0,750212,-11249788.0,58.0
45393,Shiza,2004,5,"Crime, Drama, Romance",86,"Kazakhstan, Russia, France, Germany",Russian,7.0,971,1500000.0,54357,-1445643.0,64.0
45398,Zathura - Un'avventura spaziale,2005,4,"Action, Adventure, Comedy",101,USA,English,6.2,90965,65000000.0,65079104,79104.0,67.0
45404,Kidnapped - Il rapimento,2005,10,"Comedy, Drama",108,"USA, Germany",English,6.9,17859,6800000.0,351401,-6448599.0,41.0
45412,The Eye,2008,4,"Drama, Horror, Mystery",98,"USA, Canada","English, Spanish",5.4,50924,12000000.0,58010320,46010320.0,36.0
45414,The Guardian,2006,1,"Action, Adventure, Drama",139,USA,English,6.9,86282,70000000.0,94973540,24973540.0,53.0
45432,Winnie the Pooh e gli efelanti,2005,3,"Animation, Comedy, Family",68,USA,English,6.4,6302,20000000.0,52858433,32858433.0,64.0
45438,Transamerica,2005,2,"Adventure, Comedy, Drama",103,USA,"English, Spanish",7.4,40011,1000000.0,15151744,14151744.0,66.0
45441,La guerra dei mondi,2005,6,"Adventure, Sci-Fi, Thriller",116,USA,English,6.5,409066,132000000.0,603873119,471873119.0,73.0
45449,Calvaire,2004,3,Horror,88,"Belgium, France, Luxembourg",French,6.2,11427,1790000.0,3260,-1786740.0,52.0
45458,Full Grown Men,2006,4,"Comedy, Drama",78,USA,English,4.9,309,2000000.0,13716,-1986284.0,47.0
45462,The Departed - Il bene e il male,2006,10,"Crime, Drama, Thriller",151,USA,"English, Cantonese",8.5,1159703,90000000.0,291465034,201465034.0,85.0
45475,Sweeney Todd - Il diabolico barbiere di Fleet Street,2007,2,"Drama, Horror, Musical",116,"USA, UK","English, Italian",7.3,337635,50000000.0,153383627,103383627.0,83.0
45480,Munich,2005,1,"Action, Drama, History",164,"France, Canada, USA","English, German, French, Hebrew, Arabic, Italian, Greek, Russian, Dutch",7.5,208522,70000000.0,130982129,60982129.0,74.0
45483,Firewall - Accesso negato,2006,4,"Crime, Thriller",105,USA,English,5.8,55656,50000000.0,82751189,32751189.0,45.0
45485,Bad News Bears - Che botte se incontri gli orsi!,2005,7,"Comedy, Sport",113,USA,"English, Spanish",5.8,20343,35000000.0,34252847,-747153.0,65.0
45489,Flightplan - Mistero in volo,2005,11,"Drama, Mystery, Thriller",98,USA,"English, French, German, Arabic, Italian, Japanese",6.3,150163,55000000.0,223387299,168387299.0,53.0
45492,Lo spaccacuori,2007,11,"Comedy, Romance",116,USA,"English, Spanish",5.8,84805,60000000.0,128453183,68453183.0,46.0
45494,Kids in America,2005,10,Comedy,91,USA,English,5.7,2596,750000.0,537667,-212333.0,38.0
45497,L'ultima vacanza,2006,3,"Comedy, Romance",112,USA,"English, French",6.5,27913,45000000.0,43446924,-1553076.0,52.0
45502,Ballroom Dancing,2005,1,"Comedy, Drama, Musical",103,USA,English,6.6,2859,2500000.0,410602,-2089398.0,40.0
45506,Poseidon,2006,6,"Action, Adventure, Thriller",98,USA,"English, Spanish",5.7,96734,160000000.0,181674817,21674817.0,50.0
45507,Bambole Russe,2005,10,"Comedy, Drama, Romance",125,"France, UK","French, Russian, English, Spanish, Italian",7.0,19259,12500000.0,23727301,11227301.0,67.0
45510,Surveillance,2008,7,"Crime, Drama, Mystery",97,"USA, Germany, Canada",English,6.3,16600,3500000.0,1138322,-2361678.0,31.0
45512,Watchmen,2009,3,"Action, Drama, Mystery",162,USA,English,7.6,491133,130000000.0,185382813,55382813.0,56.0
45524,Cowboys & Aliens,2011,10,"Action, Sci-Fi, Thriller",119,"USA, India","English, Apache languages",6.0,204846,163000000.0,174822325,11822325.0,50.0
45528,I guardiani del giorno,2006,11,"Action, Fantasy, Horror",132,Russia,Russian,6.5,33035,4200000.0,42918532,38718532.0,59.0
45536,Hustle & Flow - Il colore della musica,2005,7,"Crime, Drama, Music",116,USA,English,7.3,38167,2800000.0,23563727,20763727.0,68.0
45539,La casa sul lago del tempo,2006,6,"Drama, Fantasy, Romance",99,USA,English,6.8,137599,40000000.0,114830111,74830111.0,52.0
